This document has 360 terms. 
t_index	term	Norm_tf_idf
7308	amazes	0.24051298638055787
2546	seniors	0.20660962666371183
800	establishment	0.1762701874820415
543	iowa	0.16280481611227027
3250	critics	0.15551053068668722
1342	average	0.14623099182529595
1003	meeting	0.12344010089196399
7310	dismayed	0.12025649319027894
7309	ripoff	0.12025649319027894
7306	punished	0.12025649319027894
7307	astound	0.12025649319027894
956	organization	0.11957482245897694
916	committee	0.11588939085207885
411	class	0.11095173833012405
1539	privilege	0.10504519826010529
1542	scientists	0.10504519826010529
5450	issueoriented	0.10195221066726778
5452	payer	0.10195221066726778
5451	overwhelmed	0.10195221066726778
5449	dialogue	0.10195221066726778
5446	recognition	0.10195221066726778
5447	delegates	0.10195221066726778
5448	yep	0.10195221066726778
1440	transform	0.10113118606311892
748	bernie	0.09966506695663209
1333	fossil	0.09748732788353064
711	wealth	0.09678393152564493
682	corporate	0.09400390969213505
241	street	0.09246611352371824
4446	berniesanderscom	0.09124489178870064
4445	volunteer	0.09124489178870064
4444	omalley	0.09124489178870064
1195	koch	0.09087683708344572
1196	results	0.09087683708344572
1117	fuel	0.08785801572822237
602	tonight	0.0862052417256696
3757	progressives	0.08364792814425663
3758	frustrated	0.08364792814425663
1004	throughout	0.08229340059464266
1005	billionaire	0.08229340059464266
552	senate	0.08140240805613513
960	billionaires	0.07971654830598462
957	looks	0.07971654830598462
138	political	0.078884412092409
3252	endless	0.07775526534334361
3254	whove	0.07775526534334361
3251	guarantees	0.07775526534334361
3249	tie	0.07775526534334361
3253	begun	0.07775526534334361
878	funds	0.07491187427253287
2867	moderates	0.07294060926568949
2869	repeat	0.07294060926568949
2870	pharmaceutical	0.07294060926568949
2866	complete	0.07294060926568949
2868	worrying	0.07294060926568949
802	brothers	0.07050807499281661
804	based	0.07050807499281661
806	okay	0.07050807499281661
68	campaign	0.06956195696666255
2547	supply	0.06886987555457061
2545	conclude	0.06886987555457061
109	wall	0.06732736884380251
2343	vigorous	0.0653436456212455
2345	knees	0.0653436456212455
2344	starvation	0.0653436456212455
2346	criticized	0.0653436456212455
374	candidate	0.06279783022666187
2150	capacity	0.06223329038712233
2151	rigged	0.06223329038712233
2144	profound	0.06223329038712233
2153	incarceration	0.06223329038712233
2152	speculation	0.06223329038712233
239	economy	0.061644075682478816
656	veterans	0.06087876283750834
653	revolution	0.06087876283750834
659	prepared	0.06087876283750834
1981	acknowledge	0.05945098282033247
1979	congratulate	0.05945098282033247
1980	contributed	0.05945098282033247
1972	disproportionately	0.05945098282033247
215	energy	0.05773140650707511
601	agree	0.0574701611504464
604	crazy	0.0574701611504464
1817	chairman	0.05693407947370409
1818	equity	0.05693407947370409
1820	bailed	0.05693407947370409
1821	disgrace	0.05693407947370409
1819	recklessness	0.05693407947370409
1816	waging	0.05693407947370409
308	longer	0.055751188650010206
1670	efficiency	0.05463632674267834
1672	wherever	0.05463632674267834
1671	journal	0.05463632674267834
1667	crises	0.05463632674267834
1669	drove	0.05463632674267834
1668	owns	0.05463632674267834
1666	virtual	0.05463632674267834
519	climate	0.0527372954152706
525	wages	0.0527372954152706
1541	greed	0.052522599130052645
1540	tuition	0.052522599130052645
1534	latino	0.052522599130052645
1543	loudly	0.052522599130052645
1437	protecting	0.05056559303155946
1442	belongs	0.05056559303155946
1439	impose	0.05056559303155946
1438	universities	0.05056559303155946
1441	powers	0.05056559303155946
180	hear	0.05031573133092793
261	reason	0.049280451420433684
1334	pac	0.04874366394176532
1340	straight	0.04874366394176532
