This document has 852 terms. 
t_index	term	Norm_tf_idf
1506	barriers	0.15651427028375886
1901	racial	0.15105125897778043
4694	urban	0.12104047266049425
1804	granddaughter	0.12079592774503747
10344	disparities	0.10635044870933738
10383	millennials	0.10635044870933738
10347	inequities	0.10635044870933738
10382	questionnaire	0.10635044870933738
10327	orleans	0.10635044870933738
449	businesses	0.1039613367933126
908	generation	0.09937398677427944
1175	points	0.09712302375041089
1736	mark	0.09663674219603
1688	africanamericans	0.09663674219603
1593	kinda	0.09289813525534081
6664	rodham	0.09016281003818012
5857	systemic	0.09016281003818012
6667	frozen	0.09016281003818012
2431	gap	0.08668129904379845
2529	burdens	0.08668129904379845
1266	accountable	0.08319978804941677
2217	league	0.0825552722569824
5068	arkansas	0.0806936484403295
1227	commitment	0.0803681543067902
782	rise	0.0756535723912829
1928	childrens	0.07552562948889022
3905	experiences	0.07397517136702288
3830	charleston	0.07397517136702288
4326	lifelong	0.07397517136702288
445	issues	0.07277293575531882
1674	quick	0.07247755664702249
155	small	0.07242070944729755
3246	shock	0.06876391568889223
3404	account	0.06876391568889223
3330	grandchild	0.06876391568889223
3615	positions	0.06876391568889223
942	role	0.0683255619762058
510	race	0.06798471248702133
586	credit	0.06173404847563067
2614	blessed	0.06090600160937406
1207	color	0.06027611573009265
2437	delighted	0.05778753269586564
2402	uh	0.05778753269586564
714	address	0.05706144853411913
1096	opportunities	0.05637979953066772
678	black	0.05542241537772664
2168	denied	0.0550368481713216
10373	tugboat	0.05317522435466869
10342	monthold	0.05317522435466869
10348	damning	0.05317522435466869
10355	trayvon	0.05317522435466869
10370	mismatch	0.05317522435466869
10392	licensing	0.05317522435466869
10354	mines	0.05317522435466869
10364	confederate	0.05317522435466869
10393	nm	0.05317522435466869
10340	segregated	0.05317522435466869
10369	bolts	0.05317522435466869
10335	conferences	0.05317522435466869
10375	talents	0.05317522435466869
10374	inequity	0.05317522435466869
10362	sham	0.05317522435466869
10378	clap	0.05317522435466869
10349	soulsearching	0.05317522435466869
10379	smells	0.05317522435466869
10386	minivan	0.05317522435466869
10351	introspection	0.05317522435466869
10337	singleissue	0.05317522435466869
10359	mourned	0.05317522435466869
10385	combining	0.05317522435466869
10356	desolate	0.05317522435466869
10336	cdf	0.05317522435466869
10363	emblazoned	0.05317522435466869
10376	tenmonthold	0.05317522435466869
10372	phasing	0.05317522435466869
10381	equals	0.05317522435466869
10360	mir	0.05317522435466869
10339	thirtyfour	0.05317522435466869
10338	underscoring	0.05317522435466869
10334	vernon	0.05317522435466869
10328	katrina	0.05317522435466869
10350	assumptions	0.05317522435466869
10384	merges	0.05317522435466869
10391	omark	0.05317522435466869
10361	garner	0.05317522435466869
10368	vineyards	0.05317522435466869
10357	gated	0.05317522435466869
10331	hastings	0.05317522435466869
10367	realizing	0.05317522435466869
10353	anothers	0.05317522435466869
10343	asthma	0.05317522435466869
10396	overstay	0.05317522435466869
10366	affirm	0.05317522435466869
10389	afflict	0.05317522435466869
10346	grapple	0.05317522435466869
10332	alexis	0.05317522435466869
10330	alcee	0.05317522435466869
10341	operatives	0.05317522435466869
10388	afflicted	0.05317522435466869
10358	herbal	0.05317522435466869
10390	womenowned	0.05317522435466869
10365	urging	0.05317522435466869
10329	pledging	0.05317522435466869
10380	ate	0.05317522435466869
10333	veritable	0.05317522435466869
10394	underserved	0.05317522435466869
10395	attuned	0.05317522435466869
10345	avoidable	0.05317522435466869
10352	unseen	0.05317522435466869
10387	rotation	0.05317522435466869
10377	babysit	0.05317522435466869
10371	venues	0.05317522435466869
1991	tragedy	0.052576277017734985
2074	alongside	0.052576277017734985
2087	discrimination	0.052576277017734985
1874	conversation	0.05035041965926015
1967	ally	0.05035041965926015
1923	tear	0.05035041965926015
1963	sharing	0.05035041965926015
1914	adult	0.05035041965926015
582	hold	0.049387238780504536
595	growth	0.049387238780504536
1788	talent	0.048318371098015
64	im	0.046672490249077304
1618	dreams	0.046449067627670405
785	quality	0.04539214343476973
6669	print	0.04508140501909006
5913	daytoday	0.04508140501909006
5760	startup	0.04508140501909006
5835	headon	0.04508140501909006
6616	humility	0.04508140501909006
6300	herman	0.04508140501909006
5810	creators	0.04508140501909006
6670	secondly	0.04508140501909006
5868	lending	0.04508140501909006
6671	essay	0.04508140501909006
6660	seize	0.04508140501909006
6663	knoll	0.04508140501909006
5872	freddie	0.04508140501909006
5847	examining	0.04508140501909006
6538	partly	0.04508140501909006
5766	eulogy	0.04508140501909006
6647	edelman	0.04508140501909006
6543	grieving	0.04508140501909006
5919	signal	0.04508140501909006
6525	refer	0.04508140501909006
6662	laboring	0.04508140501909006
6566	juvenile	0.04508140501909006
6657	dignified	0.04508140501909006
6668	difficulty	0.04508140501909006
6046	stores	0.04508140501909006
6661	delivered	0.04508140501909006
6545	timely	0.04508140501909006
5704	mentioning	0.04508140501909006
6630	massacre	0.04508140501909006
5825	comfort	0.04508140501909006
6282	conceded	0.04508140501909006
6665	affiliates	0.04508140501909006
6666	comfortable	0.04508140501909006
5666	archer	0.04508140501909006
1483	hall	0.044718362938216814
220	ive	0.04467360323585253
758	particularly	0.04407007185347058
750	deserve	0.04407007185347058
1396	achieve	0.043107115419884344
1400	cell	0.043107115419884344
1417	spirit	0.043107115419884344
1384	hearts	0.043107115419884344
1411	conference	0.043107115419884344
712	knew	0.042796086400589343
1311	holding	0.041599894024708386
1298	ladies	0.041599894024708386
1287	served	0.041599894024708386
658	africanamerican	0.04037921512309065
5232	transformational	0.04034682422016475
5050	sharp	0.04034682422016475
4622	shout	0.04034682422016475
4959	load	0.04034682422016475
4741	senseless	0.04034682422016475
4656	empathy	0.04034682422016475
4819	sounded	0.04034682422016475
5228	fairer	0.04034682422016475
4802	strive	0.04034682422016475
4624	deserved	0.04034682422016475
4570	fame	0.04034682422016475
4660	twoday	0.04034682422016475
4773	theme	0.04034682422016475
